"idx","location","qn","case_num","case_array","feedback","qn_move"
"84262","sw01_u04_p12","3","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"84263","sw01_u04_p12","3","1","incorrect/no more chance"," ","5"
"84264","sw01_u04_p12","3","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","5"
"84265","sw01_u04_p12","3","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","6/14"
"84266","sw01_u04_p12","4","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"84267","sw01_u04_p12","4","1","incorrect/no more chance"," ","5"
"84268","sw01_u04_p12","4","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","5"
"84269","sw01_u04_p12","4","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","6/14"
"84270","sw01_u04_p12","5","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"84271","sw01_u04_p12","5","1","incorrect/no more chance"," ","6/14"
"84272","sw01_u04_p12","5","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-071-then-lets-begin/","6/14"
"84273","sw01_u04_p12","5","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-074-then-lets-listen-to-the-ex-again/","5"
"84274","sw01_u04_p12","6","0","incorrect/try again"," ","-7777"
"84275","sw01_u04_p12","6","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"84276","sw01_u04_p12","6","2","basement bathroom bedroom Bingo/basement bedroom bathroom Bingo/bathroom bedroom basement Bingo/bathroom basement bedroom Bingo/bedroom basement bathroom Bingo/bedroom bathroom basement Bingo/basement bathroom bedroom/basement bedroom bathroom/bathroom bedroom basement/bathroom basement bedroom/bedroom basement bathroom/bedroom bathroom basement","/%fb_correctfeedback_1/","7"
"84277","sw01_u04_p12","7","0","incorrect/try again"," ","-7777"
"84278","sw01_u04_p12","7","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","11"
"84279","sw01_u04_p12","7","2","bathtub rug closet Bingo/bathtub closet rug Bingo/rug bathtub closet Bingo/rug closet bathtub Bingo/closet rug bathtub Bingo/closet bathtub rug Bingo/bathtub rug closet/bathtub closet rug/rug bathtub closet/rug closet bathtub/closet rug bathtub/closet bathtub rug","/%fb_correctfeedback_1/","8"
"84280","sw01_u04_p12","8","0","incorrect/try again"," ","-7777"
"84281","sw01_u04_p12","8","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","13"
"84282","sw01_u04_p12","8","2","yard kitchen living room Bingo/yard living room kitchen Bingo/kitchen yard living room Bingo/kitchen living room yard Bingo/living room yard kitchen Bingo/living room kitchen yard Bingo/yard kitchen living room/yard living room kitchen/kitchen yard living room/kitchen living room yard/living room yard kitchen/living room kitchen yard","/%fb_correctfeedback_1/","9"
"84283","sw01_u04_p12","9","0","incorrect/try again"," ","-7777"
"84284","sw01_u04_p12","9","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","13"
"84285","sw01_u04_p12","9","2","mirror sink table Bingo/mirror table sink Bingo/sink mirror table Bingo/sink table mirror Bingo/table sink mirror Bingo/table mirror sink Bingo/mirror sink table/mirror table sink/sink mirror table/sink table mirror/table sink mirror/table mirror sink","/%fb_correctfeedback_1/","22"
"84286","sw01_u04_p12","10","0","incorrect/try again"," ","-7777"
"84287","sw01_u04_p12","10","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","11"
"84288","sw01_u04_p12","10","2","closet bathtub mirror Bingo/closet mirror bathtub Bingo/bathtub closet mirror Bingo/bathtub mirror closet Bingo/mirror closet bathtub Bingo/mirror bathtub closet Bingo/closet bathtub mirror/closet mirror bathtub/bathtub closet mirror/bathtub mirror closet/mirror closet bathtub/mirror bathtub closet","/%fb_correctfeedback_1/","7"
"84289","sw01_u04_p12","11","0","incorrect/try again"," ","-7777"
"84290","sw01_u04_p12","11","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","12"
"84291","sw01_u04_p12","11","2","basement kitchen yard Bingo/basement yard kitchen Bingo/kitchen basement yard Bingo/kitchen yard basement Bingo/yard basement kitchen Bingo/yard kitchen basement Bingo/basement kitchen yard/basement yard kitchen/kitchen basement yard/kitchen yard basement/yard basement kitchen/yard kitchen basement","/%fb_correctfeedback_1/","8"
"84292","sw01_u04_p12","12","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"84293","sw01_u04_p12","12","1","incorrect/no more chance"," ","13"
"84294","sw01_u04_p12","12","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-071-then-lets-begin/","13"
"84295","sw01_u04_p12","12","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-074-then-lets-listen-to-the-ex-again/","-7777"
"84296","sw01_u04_p12","13","0","incorrect/try again"," ","-7777"
"84297","sw01_u04_p12","13","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","22"
"84298","sw01_u04_p12","13","2","table bathtub rug Bingo/table rug bathtub Bingo/bathtub table rug Bingo/bathtub rug table Bingo/rug bathtub table Bingo/rug table bathtub Bingo/table bathtub rug/table rug bathtub/bathtub table rug/bathtub rug table/rug bathtub table/rug table bathtub","/%fb_correct_aec_fb1/","22"
"84299","sw01_u04_p12","14","0","incorrect/try again"," ","-7777"
"84300","sw01_u04_p12","14","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"84301","sw01_u04_p12","14","2","bathtub rug closet Bingo/bathtub closet rug Bingo/rug bathtub closet Bingo/rug closet bathtub Bingo/closet rug bathtub Bingo/closet bathtub rug Bingo/bathtub rug closet/bathtub closet rug/rug bathtub closet/rug closet bathtub/closet rug bathtub/closet bathtub rug","/%fb_correctfeedback_1/","15"
"84302","sw01_u04_p12","15","0","incorrect/try again"," ","-7777"
"84303","sw01_u04_p12","15","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"84304","sw01_u04_p12","15","2","yard kitchen living room Bingo/yard living room kitchen Bingo/kitchen yard living room Bingo/kitchen living room yard Bingo/living room yard kitchen Bingo/living room kitchen yard Bingo/yard kitchen living room/yard living room kitchen/kitchen yard living room/kitchen living room yard/living room yard kitchen/living room kitchen yard","/%fb_correctfeedback_1/","16"
"84305","sw01_u04_p12","16","0","incorrect/try again"," ","-7777"
"84306","sw01_u04_p12","16","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","21"
"84307","sw01_u04_p12","16","2","mirror sink table Bingo/mirror table sink Bingo/sink mirror table Bingo/sink table mirror Bingo/table sink mirror Bingo/table mirror sink Bingo/mirror sink table/mirror table sink/sink mirror table/sink table mirror/table sink mirror/table mirror sink","/%fb_correctfeedback_1/","17"
"84308","sw01_u04_p12","17","0","incorrect/try again"," ","-7777"
"84309","sw01_u04_p12","17","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","21"
"84310","sw01_u04_p12","17","2","basement bathroom bedroom Bingo/basement bedroom bathroom Bingo/bathroom bedroom basement Bingo/bathroom basement bedroom Bingo/bedroom basement bathroom Bingo/bedroom bathroom basement Bingo/basement bathroom bedroom/basement bedroom bathroom/bathroom bedroom basement/bathroom basement bedroom/bedroom basement bathroom/bedroom bathroom basement","/%fb_correctfeedback_1/","22"
"84311","sw01_u04_p12","18","0","incorrect/try again"," ","-7777"
"84312","sw01_u04_p12","18","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"84313","sw01_u04_p12","18","2","closet bathtub mirror Bingo/closet mirror bathtub Bingo/bathtub closet mirror Bingo/bathtub mirror closet Bingo/mirror closet bathtub Bingo/mirror bathtub closet Bingo/closet bathtub mirror/closet mirror bathtub/bathtub closet mirror/bathtub mirror closet/mirror closet bathtub/mirror bathtub closet","/%fb_correctfeedback_1/","15"
"84314","sw01_u04_p12","19","0","incorrect/try again"," ","-7777"
"84315","sw01_u04_p12","19","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","20"
"84316","sw01_u04_p12","19","2","table bathtub rug Bingo/table rug bathtub Bingo/bathtub table rug Bingo/bathtub rug table Bingo/rug bathtub table Bingo/rug table bathtub Bingo/table bathtub rug/table rug bathtub/bathtub table rug/bathtub rug table/rug bathtub table/rug table bathtub","/%fb_correctfeedback_1/","16"
"84317","sw01_u04_p12","20","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"84318","sw01_u04_p12","20","1","incorrect/no more chance"," ","21"
"84319","sw01_u04_p12","20","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-071-then-lets-begin/","21"
"84320","sw01_u04_p12","20","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-074-then-lets-listen-to-the-ex-again/","-7777"
"84321","sw01_u04_p12","21","0","incorrect/try again"," ","-7777"
"84322","sw01_u04_p12","21","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","22"
"84323","sw01_u04_p12","21","2","basement kitchen yard Bingo/basement yard kitchen Bingo/kitchen basement yard Bingo/kitchen yard basement Bingo/yard basement kitchen Bingo/yard kitchen basement Bingo/basement kitchen yard/basement yard kitchen/kitchen basement yard/kitchen yard basement/yard basement kitchen/yard kitchen basement","/%fb_correct_aec_fb1/","22"
"84324","sw01_u04_p12","22","0","incorrect/try again","Please answer, Yes or No.","-7777"
"84325","sw01_u04_p12","22","1","incorrect/no more chance"," ","26"
"84326","sw01_u04_p12","22","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","26"
"84327","sw01_u04_p12","22","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks"," ","26"
"84328","sw01_u04_p12","23","0","incorrect/try again","Please answer, Yes or No.","-7777"
"84329","sw01_u04_p12","23","1","incorrect/no more chance"," ","26"
"84330","sw01_u04_p12","23","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","26"
"84331","sw01_u04_p12","23","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then, let's begin!","26"
"84332","sw01_u04_p12","24","0","incorrect/try again","Please answer, Yes or No.","-7777"
"84333","sw01_u04_p12","24","1","incorrect/no more chance"," ","26"
"84334","sw01_u04_p12","24","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","26"
"84335","sw01_u04_p12","24","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then, let's begin!","26"
"84336","sw01_u04_p12","25","0","incorrect/try again","Please answer, Yes or No.","-7777"
"84337","sw01_u04_p12","25","1","incorrect/no more chance"," ","26"
"84338","sw01_u04_p12","25","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then, let's begin!","26"
"84339","sw01_u04_p12","25","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then, let's listen to the example again.","25"
"84340","sw01_u04_p12","26","0","4","/%fb_retryfeedback_1/","-7777"
"84341","sw01_u04_p12","26","1","15","/%fb_incorrectfeedback_1/","35"
"84342","sw01_u04_p12","26","2","there's a nice bedroom/there is a nice bedroom/what's in the bedroom/what is in the bedroom/there is a bedroom and a #unit4_word_1#/there is a #unit4_word_1# and a bedroom","/%fb_correctfeedback_1/","34"
"84343","sw01_u04_p12","26","3","-7777","You did a wonderful job, but you didn't earn 15 points. You lost, but you'll do better next time.","-7777"
"84344","sw01_u04_p12","26","4","-7777","You did a wonderful job, but you didn't earn 15 points. You lost, but you'll do better next time.","-7777"
"84345","sw01_u04_p12","26","5","-7777","Wow! You earned at least 15 points! You reached the goal! Congratulations!","-7777"
"84346","sw01_u04_p12","27","2","3","/%fb_retryfeedback_1/","-7777"
"84347","sw01_u04_p12","27","3","-7777","/%fb_incorrectfeedback_1/","35"
"84348","sw01_u04_p12","27","4","there's a closet and a bed/there is a closet and a bed","/%fb_correctfeedback_1/","34"
"84349","sw01_u04_p12","28","0","4","/%fb_retryfeedback_1/","-7777"
"84350","sw01_u04_p12","28","1","-7777","/%fb_incorrectfeedback_1/","35"
"84351","sw01_u04_p12","28","2","there's a nice living room/there is a nice living room/what's in the living room/what is in the living room/there is a living room and a #unit4_word_1#/there is a #unit4_word_1# and a living room/","/%fb_correctfeedback_1/","34"
"84352","sw01_u04_p12","29","0","5","/%fb_retryfeedback_1/","-7777"
"84353","sw01_u04_p12","29","1","-7777","/%fb_incorrectfeedback_1/","35"
"84354","sw01_u04_p12","29","2","there are 2 rugs and 3 boxes/there are 3 rugs and 2 boxes","/%fb_correctfeedback_1/","34"
"84355","sw01_u04_p12","30","0","3","/%fb_retryfeedback_1/","-7777"
"84356","sw01_u04_p12","30","1","-7777","/%fb_incorrectfeedback_1/","35"
"84357","sw01_u04_p12","30","2","there's a nice basement/there is a nice basement/what's in the basement/what is in the basement/there is a basement and a #unit4_word_1#/there is a #unit4_word_1# and a basement/","/%fb_correctfeedback_1/","34"
"84358","sw01_u04_p12","31","0","6","/%fb_retryfeedback_1/","-7777"
"84359","sw01_u04_p12","31","1","-7777","/%fb_incorrectfeedback_1/","35"
"84360","sw01_u04_p12","31","2","there's a nice kitchen/there is a nice kitchen/what's in the kitchen/what is in the kitchen/there is a kitchen and a #unit4_word_1#/there is a #unit4_word_1# and a kitchen/","/%fb_correctfeedback_1/","34"
"84361","sw01_u04_p12","32","0","2","/%fb_retryfeedback_1/","-7777"
"84362","sw01_u04_p12","32","1","-7777","/%fb_incorrectfeedback_1/","35"
"84363","sw01_u04_p12","32","2","there's a bathtub and a shower/there is a bathtub and a shower","/%fb_correctfeedback_1/","34"
"84364","sw01_u04_p12","33","0","3","/%fb_retryfeedback_1/","-7777"
"84365","sw01_u04_p12","33","1","-7777","/%fb_incorrectfeedback_1/","35"
"84366","sw01_u04_p12","33","2","there's a nice yard/there is a nice yard/what's in the yard/what is in the yard/there is a yard and a #unit4_word_1#/there is a #unit4_word_1# and a yard","/%fb_correctfeedback_1/","34"
"86089","sw01_u04_p13","0","0","incorrect/try again","Sorry I didn't understand that. Can you say it again?","0"
"86090","sw01_u04_p13","0","1","incorrect/no more chance","It's okay! Let me check the calendar. Oh, it's /%today_day/ today!","1"
"86091","sw01_u04_p13","0","2","today is monday/it is monday/it is moday today/Monday/today's monday/it's monday/it's moday today/Monday","Great! It's the start of another exciting week for us!","1"
"86092","sw01_u04_p13","0","3","today is tuesday/it is tuesday/it is tuesday today/tuesday/today's tuesday/it's tuesday/it's tuesday today/tuesday","Tuesday is a wonderful day to fly a kite!","1"
"86093","sw01_u04_p13","0","4","today is wednesday/it is wednesday/it is wednesday today/wednesday/today's wednesday/it's wednesday/it's wednesday today/wednesday","We're halfway to Friday! This week is going well!","1"
"86094","sw01_u04_p13","0","5","today is thursday/it is thursday/it is thursday today/thursday/today's thursday/it's thursday/it's moday today/thursday","The week is almost over! Make sure you bring your textbook to school tomorrow!","1"
"86095","sw01_u04_p13","0","6","today is friday/it is friday/it is friday today/friday/today's friday/it's friday/it's moday today/friday","That's right! I'm excited to study with you today!","1"
"86096","sw01_u04_p13","0","7","today is saturday/it is saturday/it is saturday today/saturday/today's saturday/it's saturday/it's moday today/saturday","You're right! I hope you have a great weekend this week!","1"
"86097","sw01_u04_p13","0","8","today is sunday/it is sunday/it is sunday today/sunday/today's sunday/it's sunday/it's moday today/sunday","Wow! It's been a busy weekend, but I've had a great time!","1"
"86098","sw01_u04_p13","1","0","incorrect/try again","/%sound_greeting-054-response1-incomp/","-7777"
"86099","sw01_u04_p13","1","1","incorrect/no more chance","/%sound_greeting-029-r1-incompre/","2"
"86100","sw01_u04_p13","1","2","#sentence_1# happy/#sentence_1# good/happy/good","/%sound_greeting-017-r1-happy-good/","2"
"86101","sw01_u04_p13","1","3","#sentence_1# awesome/#sentence_1# nice/awesome/nice","/%sound_greeting-018-r1-awesome-nice/","2"
"86102","sw01_u04_p13","1","4","#sentence_1# great/#sentence_1# wonderful/great/wonderful","/%sound_greeting-019-r1-great-wonderful/","2"
"86103","sw01_u04_p13","1","5","#sentence_1# bad/bad","/%sound_greeting-020-r1-bad/","2"
"86104","sw01_u04_p13","1","6","#sentence_1# sad/sad","/%sound_greeting-021-r1-sad/","2"
"86105","sw01_u04_p13","1","7","#sentence_1# angry/angry","/%sound_greeting-022-r1-angry/","2"
"86106","sw01_u04_p13","1","8","#sentence_1# hungry/hungry","/%sound_greeting-023-r1-hungry/","2"
"86107","sw01_u04_p13","1","9","#sentence_1# sick/sick","/%sound_greeting-024-r1-sick/","2"
"86108","sw01_u04_p13","1","10","#sentence_1# sleepy/sleepy","/%sound_greeting-025-r1-sleepy/","2"
"86109","sw01_u04_p13","1","11","#sentence_1# bored/bored","/%sound_greeting-026-r1-boring/","2"
"86110","sw01_u04_p13","1","12","#sentence_1# #positive_emotion#/#positive_emotion#","/%sound_greeting-027-r1-positive/","2"
"86111","sw01_u04_p13","1","13","#sentence_1# #negative_emotion#/#negative_emotion#","/%sound_greeting-028-r1-negative/","2"
"86112","sw01_u04_p13","2","0","incorrect/try again","Please answer, Yes or No.","-7777"
"86113","sw01_u04_p13","2","1","incorrect/no more chance"," ","3"
"86114","sw01_u04_p13","2","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","3"
"86115","sw01_u04_p13","2","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's begin!","4"
"86116","sw01_u04_p13","3","0","incorrect/try again","Please answer, Yes or No.","-7777"
"86117","sw01_u04_p13","3","1","incorrect/no more chance"," ","4"
"86118","sw01_u04_p13","3","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","4"
"86119","sw01_u04_p13","3","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's listen to the conversation again.","3"
"86120","sw01_u04_p13","4","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a nice /%beep/ /%wait_5/","-7777"
"86121","sw01_u04_p13","4","1","incorrect/no more chance","I still don't know what your house is like, but that's okay. You can tell me about your living room.","8"
"86122","sw01_u04_p13","4","2","there is a nice bathroom/there's a nice bathroom/there is a bathroom/there's a bathroom/there is a bathroom and #number# #place3#/there's a bathroom and #number# #place3#","/%fb_correctfeedback_1/","13"
"86123","sw01_u04_p13","4","3","there is a nice bedroom/there's a nice bedroom/there is a bedroom/there's a bedroom/there is a bedroom and #number# #place3#/there's a bedroom and #number# #place3#","/%fb_correctfeedback_1/","17"
"86124","sw01_u04_p13","4","4","there is a nice living room/there's a nice living room/there is a living room/there's a living room/there is a living room and #number# #place3#/there's a living room and #number# #place3#","/%fb_correctfeedback_1/","5"
"86125","sw01_u04_p13","4","5","there is a nice basement/there's a nice basement/there is a basement/there's a basement/there is a basement and #number# #place3#/there's a basement and #number# #place3#","/%fb_correctfeedback_1/","25"
"86126","sw01_u04_p13","4","6","there is a nice kitchen/there's a nice kitchen/there is a kitchen/there's a kitchen/there is a kitchen and #number# #place3#/there's a kitchen and #number# #place3#","/%fb_correctfeedback_1/","9"
"86127","sw01_u04_p13","4","7","there is a nice yard/there's a nice yard/there is a yard/there's a yard/there is a yard and #number# #place3#/there's a yard and #number# #place3#","/%fb_correctfeedback_1/","21"
"86128","sw01_u04_p13","4","8","a nice bathroom/a nice bedroom/a nice living room/a nice basement/a nice kitchen/a nice yard/nice bathroom/nice bedroom/nice living room/nice basement/nice kitchen/nice yard/a bathroom/a bedroom/a living room/a basement/a kitchen/a yard/bathroom/bedroom/living room/basement/kitchen/yard/#number# #place3#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a nice /%beep/ /%wait_5/","-7777"
"86129","sw01_u04_p13","5","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86130","sw01_u04_p13","5","1","incorrect/no more chance","I still don't know what you have in your living room, but that's okay. You can tell me about your kitchen.","11"
"86131","sw01_u04_p13","5","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correctfeedback_1/","10"
"86132","sw01_u04_p13","5","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86133","sw01_u04_p13","5","4","I don't know","Listen and guess what you have in your living room. /%sound_common-116-piano/","-7777"
"86134","sw01_u04_p13","6","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86135","sw01_u04_p13","6","1","incorrect/no more chance","I still don't know what you have in your living room, but that's okay. You can tell me more in Free talk step 1.","49"
"86136","sw01_u04_p13","6","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correct_aec_fb1/","49"
"86137","sw01_u04_p13","6","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86138","sw01_u04_p13","6","4","I don't know","Listen and guess what you have in your living room. /%sound_common-116-piano/","-7777"
"86139","sw01_u04_p13","7","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86140","sw01_u04_p13","7","1","incorrect/no more chance","I still don't know anything about your basement or living room.","29"
"86141","sw01_u04_p13","7","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correct_aec_fb1/","49"
"86142","sw01_u04_p13","7","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86143","sw01_u04_p13","7","4","I don't know","Listen and guess what you have in your living room. /%sound_common-116-piano/","-7777"
"86144","sw01_u04_p13","8","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86145","sw01_u04_p13","8","1","incorrect/no more chance","I still don't know what you have in your living room, but that's okay. You can tell me about your kitchen.","12"
"86146","sw01_u04_p13","8","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correctfeedback_1/","10"
"86147","sw01_u04_p13","8","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86148","sw01_u04_p13","8","4","I don't know","Listen and guess what you have in your living room. /%sound_common-116-piano/","-7777"
"86149","sw01_u04_p13","9","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86150","sw01_u04_p13","9","1","incorrect/no more chance","I still don't know what you have in your kitchen, but that's okay. You can tell me about your bathroom.","15"
"86151","sw01_u04_p13","9","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correctfeedback_1/","14"
"86152","sw01_u04_p13","9","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86153","sw01_u04_p13","9","4","I don't know","Listen and guess what you have in your kitchen. /%sound_common-152-water-2/","-7777"
"86154","sw01_u04_p13","10","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86155","sw01_u04_p13","10","1","incorrect/no more chance","I still don't know what you have in your kitchen, but that's okay. You can tell me more in Free talk step 1.","49"
"86156","sw01_u04_p13","10","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correct_aec_fb1/","49"
"86157","sw01_u04_p13","10","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86158","sw01_u04_p13","10","4","I don't know","Listen and guess what you have in your kitchen. /%sound_common-152-water-2/","-7777"
"86159","sw01_u04_p13","11","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86160","sw01_u04_p13","11","1","incorrect/no more chance","I still don't know anything about your living room or kitchen.","29"
"86161","sw01_u04_p13","11","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correct_aec_fb1/","49"
"86162","sw01_u04_p13","11","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86163","sw01_u04_p13","11","4","I don't know","Listen and guess what you have in your kitchen. /%sound_common-152-water-2/","-7777"
"86164","sw01_u04_p13","12","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86165","sw01_u04_p13","12","1","incorrect/no more chance","I still don't know what you have in your kitchen, but that's okay. You can tell me about your bathroom.","16"
"86166","sw01_u04_p13","12","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correctfeedback_1/","14"
"86167","sw01_u04_p13","12","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86168","sw01_u04_p13","12","4","I don't know","Listen and guess what you have in your kitchen. /%sound_common-152-water-2/","-7777"
"86169","sw01_u04_p13","13","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86170","sw01_u04_p13","13","1","incorrect/no more chance","I still don't know what you have in your bathroom, but that's okay. You can tell me about your bedroom.","19"
"86171","sw01_u04_p13","13","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correctfeedback_1/","18"
"86172","sw01_u04_p13","13","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86173","sw01_u04_p13","13","4","I don't know","Listen and guess what you have in your bathroom. /%sound_common-153-shower-1/","-7777"
"86174","sw01_u04_p13","14","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86175","sw01_u04_p13","14","1","incorrect/no more chance","I still don't know what you have in your bathroom, but that's okay. You can tell me more in Free talk step 1.","49"
"86176","sw01_u04_p13","14","2","there is #number# #house_object#/there's #number# #house_object#/there are #number# #house_object#","/%fb_correct_aec_fb1/","49"
"86177","sw01_u04_p13","14","3","#number# #house_object#/#house_object#","Hmm・ That's correct, but try answering in a full sentence. Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86178","sw01_u04_p13","14","4","I don't know","Listen and guess what you have in your bathroom. /%sound_common-153-shower-1/","-7777"
"86179","sw01_u04_p13","15","0","incorrect/try again","/%fb_incorrectfeedback_1/ Let me give you a hint. /%sound_common-999-transition/ There's a /%beep/ /%wait_5/","-7777"
"86180","sw01_u04_p13","15","1","incorrect/no more chance","I still don't know anything about your kitchen or bathroom.","29"
